Customer_ID,Customer_Name,Email,Phone_Number,Product_ID,Product_Name,Order_ID,Order_Date,Order_Amount,Order_Status,Service_Type,Campaign_ID,Campaign_Name,Response_Rate (%),Conversion_Rate (%),Warehouse_Location,Shipping_Method,Shipping_Cost,Customer_Region,Profit_Margin (%)
CUST00053,Jose Aguirre,bevans@gmail.com,418-452-8898,PROD0414,Create,ORD0000053,2020-03-01,6798.63,Completed,Fulfillment,CAMP0036,Instead Campaign,28.97,11.21,Indianapolis,Air,267.27,South America,22.75
CUST00054,Dustin Marshall,stewartdiane@hotmail.com,+1-690-555-0171x370,PROD0064,Purpose,ORD0000054,2021-10-08,1215.83,Pending,Fulfillment,CAMP0009,Seat Campaign,24.38,27.11,Shenzhen,Sea,325.99,South America,48.83
CUST00055,Elizabeth Davis,aanderson@montgomery-kerr.com,607.542.1755x8266,PROD0029,Which,ORD0000055,2020-10-17,4540.72,Pending,Fulfillment,CAMP0037,Defense Campaign,4.94,12.28,Shenzhen,Sea,458.5,South America,40.06
CUST00056,Mary Santiago,chelseagreene@washington-rivas.org,(367)641-8110,PROD0451,Grow,ORD0000056,2023-10-05,134.7,Pending,Fulfillment,CAMP0064,Suffer Campaign,9.62,17.67,Berlin,Air,294.63,North America,20.66
CUST00057,Daniel Reed,ritaewing@gmail.com,(612)066-6125x0540,PROD0410,Appear,ORD0000057,2021-07-09,8797.91,Completed,Printing,CAMP0096,Notice Campaign,21.53,28.7,Berlin,Ground,135.05,Asia,20.36
CUST00058,Margaret Phelps,xjohnston@ayers.info,+1-928-655-9315,PROD0120,Surface,ORD0000058,2020-12-23,8022.18,Canceled,Printing,CAMP0034,Arrive Campaign,11.05,3.19,Indianapolis,Sea,424.29,North America,47.8
CUST00059,Eric Flores,denisewright@hotmail.com,+1-468-036-6661x837,PROD0320,Stay,ORD0000059,2020-04-28,1377.39,Pending,Printing,CAMP0091,Lead Campaign,27.06,19.16,Toronto,Air,41.18,Europe,7.06
CUST00060,William Cruz,heidi81@allen.com,494-486-6908,PROD0167,Mouth,ORD0000060,2021-06-07,58.38,Pending,Fulfillment,CAMP0099,Suggest Campaign,33.38,11.97,Indianapolis,Ground,14.15,South America,12.31
CUST00061,Ashley Sanders,bensonsarah@yahoo.com,(544)698-8490,PROD0005,Work,ORD0000061,2020-06-12,6601.32,Completed,Printing,CAMP0023,Out Campaign,21.88,18.93,Indianapolis,Ground,23.94,Europe,32.04
CUST00062,Kristy Fox,williamwilliams@foster.com,001-099-064-7003x87776,PROD0171,Meet,ORD0000062,2019-12-20,7337.7,Completed,Printing,CAMP0021,Couple Campaign,6.29,17.62,Indianapolis,Ground,34.05,North America,27.95
CUST00063,Jay Diaz,medinaadam@wagner-gonzalez.com,993.518.6169x567,PROD0072,Just,ORD0000063,2020-05-05,1289.89,Pending,Printing,CAMP0088,Every Campaign,26.52,27.64,Berlin,Ground,255.9,North America,9.03
CUST00064,Tiffany Clark,wallsdylan@gmail.com,607-906-8124x388,PROD0208,Left,ORD0000064,2023-11-04,3850.29,Completed,Fulfillment,CAMP0042,Thousand Campaign,35.78,28.82,Indianapolis,Air,477.68,Asia,47.82
CUST00065,Cynthia Simpson,suzanne37@hotmail.com,543-524-5884,PROD0237,His,ORD0000065,2019-04-28,177.34,Completed,Direct Mail,CAMP0023,Picture Campaign,33.96,17.09,Toronto,Sea,312.94,Europe,39.09
CUST00066,Alicia Mendoza,stephanieharris@brown.com,055.193.4443x88130,PROD0453,Near,ORD0000066,2018-11-05,7796.8,Shipped,Printing,CAMP0054,Start Campaign,43.14,18.14,Berlin,Air,257.98,North America,36.06
CUST00067,Joshua Howard,melissahunter@gmail.com,096.354.0509x66003,PROD0444,Study,ORD0000067,2021-07-29,7026.77,Canceled,Direct Mail,CAMP0030,Task Campaign,29.1,3.74,Shenzhen,Air,228.87,Asia,19.6
CUST00068,Denise Miller,tannerali@yahoo.com,(675)219-4762x65095,PROD0034,Police,ORD0000068,2021-07-11,8355.18,Canceled,Fulfillment,CAMP0028,Bed Campaign,35.83,24.18,Toronto,Ground,177.79,Asia,30.53
CUST00069,Jeffrey Murphy,ericaperkins@thompson.com,+1-287-618-9237x94233,PROD0456,Know,ORD0000069,2021-09-05,1833.51,Canceled,Fulfillment,CAMP0049,Network Campaign,37.51,8.49,Toronto,Air,196.41,North America,37.58
CUST00070,Eric Ford,stacy54@bass.com,(765)081-8285,PROD0068,Meet,ORD0000070,2021-12-19,9318.95,Shipped,Fulfillment,CAMP0082,Provide Campaign,2.11,19.42,Shenzhen,Sea,314.17,North America,14.35
CUST00071,Nathan Barker,xrogers@gmail.com,(243)228-0804x218,PROD0125,Shoulder,ORD0000071,2021-02-24,9328.11,Completed,Direct Mail,CAMP0073,Always Campaign,13.51,16.07,Berlin,Ground,76.04,North America,22.95
CUST00072,Scott Krueger,vgraham@novak-williams.com,161-462-7213x1759,PROD0486,Simple,ORD0000072,2022-10-13,4768.14,Completed,Direct Mail,CAMP0012,Western Campaign,2.93,11.88,Toronto,Ground,497.53,South America,6.13
CUST00073,Amanda Mcgee,michelle46@harmon.com,006-296-6027x257,PROD0177,Leave,ORD0000073,2022-05-25,8859.36,Shipped,Direct Mail,CAMP0042,Majority Campaign,15.46,18.35,Indianapolis,Ground,93.45,North America,24.3
CUST00074,Jeffrey Campbell,alexlittle@glass.net,452-690-2903x209,PROD0273,Ok,ORD0000074,2023-03-14,4392.33,Pending,Printing,CAMP0036,Training Campaign,42.33,26.73,Toronto,Ground,58.36,North America,40.44
CUST00075,Andrew Bishop,djones@johnson.com,(825)041-3663x926,PROD0450,My,ORD0000075,2022-01-26,6656.13,Canceled,Fulfillment,CAMP0006,Listen Campaign,17.68,5.46,Berlin,Air,378.91,South America,32.48
CUST00076,Scott Greene,krausechristina@yahoo.com,001-099-767-2884x73045,PROD0491,Build,ORD0000076,2018-03-16,1466.69,Pending,Direct Mail,CAMP0026,Phone Campaign,8.13,17.14,Toronto,Ground,77.17,Asia,23.85
CUST00077,Jennifer Miller,matthewsnicole@nguyen.com,001-893-423-2475x4632,PROD0409,Serious,ORD0000077,2021-06-09,3662.15,Pending,Fulfillment,CAMP0093,Hotel Campaign,29.98,9.76,Berlin,Sea,127.95,Asia,15.19
CUST00078,Alyssa Cooper,teresa37@dickerson-munoz.com,(466)434-6472x41501,PROD0244,Positive,ORD0000078,2019-08-28,355.86,Canceled,Fulfillment,CAMP0067,Blue Campaign,11.03,11.67,Berlin,Ground,294.55,North America,29.13
CUST00079,Victor Garcia,nielsendaniel@yahoo.com,522-763-5647,PROD0067,Recently,ORD0000079,2021-04-25,8087.83,Pending,Printing,CAMP0042,Ten Campaign,12.86,22.59,Toronto,Air,106.25,South America,8.74
CUST00080,Jamie Taylor,ljohnson@white.com,190-493-6819x336,PROD0366,Effect,ORD0000080,2018-08-19,4831.17,Pending,Fulfillment,CAMP0050,Method Campaign,26.63,20.26,Indianapolis,Air,72.41,Asia,49.44
CUST00081,John Mccann,frykatelyn@martinez.com,(948)345-2977x45666,PROD0250,Control,ORD0000081,2021-02-02,6648.49,Pending,Direct Mail,CAMP0031,Floor Campaign,20.04,7.17,Indianapolis,Air,466.97,Asia,8.49
CUST00082,Dustin Matthews,michael81@barrera.net,789-721-6227x16602,PROD0089,Believe,ORD0000082,2022-05-20,71.51,Completed,Fulfillment,CAMP0076,Work Campaign,6.99,22.14,Toronto,Sea,125.75,Europe,13.66
CUST00083,Christopher Adams,troyblair@smith.com,+1-324-999-8252x3102,PROD0007,Ball,ORD0000083,2019-08-04,3932.23,Completed,Printing,CAMP0053,Half Campaign,30.99,9.45,Toronto,Ground,145.96,Asia,39.36
CUST00084,Veronica Wright,gregory94@gmail.com,(556)005-3114x2414,PROD0199,By,ORD0000084,2018-08-09,5446.68,Pending,Fulfillment,CAMP0058,Always Campaign,45.57,19.78,Shenzhen,Air,121.48,South America,45.32
CUST00085,Max Freeman,ejones@gmail.com,815-594-8639,PROD0021,Leader,ORD0000085,2019-09-15,4372.31,Completed,Direct Mail,CAMP0098,Force Campaign,48.78,2.99,Indianapolis,Air,228.94,South America,49.92
CUST00086,Erika Hill DDS,edward65@yahoo.com,7548488948,PROD0119,Director,ORD0000086,2023-12-26,3862.16,Shipped,Direct Mail,CAMP0024,Standard Campaign,23.55,8.72,Shenzhen,Air,249.38,North America,29.16
CUST00087,Terry Rangel,castillojeremy@yahoo.com,001-985-114-0232x6580,PROD0066,Growth,ORD0000087,2018-08-13,1514.42,Shipped,Direct Mail,CAMP0066,Oil Campaign,15.23,29.97,Indianapolis,Air,475.25,North America,31.03
CUST00088,Amanda Brown,wwallace@gmail.com,782.396.7558x56655,PROD0272,Your,ORD0000088,2022-01-29,6478.25,Canceled,Fulfillment,CAMP0067,Owner Campaign,15.0,29.14,Berlin,Air,477.31,South America,35.7
CUST00089,Deborah Brown,pwilliams@hotmail.com,992-497-7699x58216,PROD0138,Show,ORD0000089,2022-02-22,6896.28,Canceled,Printing,CAMP0011,Miss Campaign,10.88,1.8,Shenzhen,Sea,342.27,North America,5.04
CUST00090,John Thornton,rrogers@valenzuela-robinson.com,693-430-0372x98278,PROD0411,Present,ORD0000090,2018-02-24,4019.57,Pending,Printing,CAMP0003,Pay Campaign,11.31,25.73,Berlin,Sea,161.76,North America,39.04
CUST00091,Patricia Thompson,kpoole@gmail.com,001-089-217-0806x3049,PROD0162,Sense,ORD0000091,2020-11-29,3089.21,Shipped,Direct Mail,CAMP0042,Finally Campaign,3.6,8.92,Toronto,Sea,12.81,North America,33.87
CUST00092,Stacey Christian,sharon61@hayes-whitehead.com,715.378.2129x802,PROD0224,General,ORD0000092,2019-01-03,4459.42,Completed,Fulfillment,CAMP0021,Share Campaign,36.74,7.06,Berlin,Sea,250.93,North America,26.12
CUST00093,Luis Lewis,amber87@hotmail.com,(775)672-3262,PROD0148,Ever,ORD0000093,2019-09-30,209.12,Pending,Fulfillment,CAMP0084,Certainly Campaign,5.87,2.61,Toronto,Sea,345.89,Europe,21.48
CUST00094,Barbara Conley,william05@yahoo.com,174.054.2531,PROD0480,Democratic,ORD0000094,2023-11-22,68.52,Canceled,Printing,CAMP0075,Fine Campaign,46.88,28.09,Indianapolis,Air,175.38,Europe,23.02
CUST00095,William Martin,oherrera@gmail.com,219-236-8375x426,PROD0384,Concern,ORD0000095,2021-11-15,8972.94,Completed,Direct Mail,CAMP0050,Wait Campaign,48.75,12.19,Indianapolis,Sea,316.24,South America,29.51
CUST00096,Laura Owens,maddenkristopher@gmail.com,(957)579-6590x74254,PROD0129,You,ORD0000096,2021-12-08,5403.64,Pending,Direct Mail,CAMP0090,High Campaign,23.83,18.65,Toronto,Ground,50.59,Asia,34.85
CUST00097,Michael Ingram,deborahphillips@hotmail.com,126-647-1508x9742,PROD0355,Finally,ORD0000097,2023-02-20,2816.61,Canceled,Fulfillment,CAMP0065,Avoid Campaign,45.56,14.54,Berlin,Ground,495.49,South America,31.09
CUST00098,Michelle Turner,erikawarren@hotmail.com,+1-660-984-5893x752,PROD0301,Section,ORD0000098,2022-08-29,1467.23,Shipped,Fulfillment,CAMP0021,Require Campaign,40.77,19.45,Shenzhen,Air,462.52,North America,45.02
CUST00099,William Daniels,rweaver@yahoo.com,001-609-746-7185,PROD0048,Family,ORD0000099,2018-03-19,8854.52,Pending,Fulfillment,CAMP0098,Deep Campaign,29.52,25.66,Indianapolis,Sea,246.76,North America,12.32
CUST00100,Raymond Turner,dylanmurphy@raymond.com,001-415-798-7161x5545,PROD0009,Worry,ORD0000100,2022-06-02,5066.57,Pending,Direct Mail,CAMP0078,Guess Campaign,9.2,4.64,Indianapolis,Sea,168.52,Asia,20.24
CUST00101,Michael Dodson,baileydarren@cooke.com,(535)644-6176x056,PROD0331,Nor,ORD0000101,2020-01-26,2953.97,Canceled,Direct Mail,CAMP0094,Officer Campaign,1.89,26.41,Shenzhen,Sea,193.34,North America,12.69
CUST00102,Martin Mccoy,ibecker@anderson.info,+1-609-644-6265,PROD0135,Explain,ORD0000102,2021-08-03,6332.3,Shipped,Printing,CAMP0006,Fact Campaign,4.37,11.8,Indianapolis,Sea,220.08,North America,32.24
CUST00103,Melvin Brown,davidsonpamela@yahoo.com,(564)388-5353,PROD0407,Happen,ORD0000103,2020-04-16,3398.81,Pending,Direct Mail,CAMP0090,Mother Campaign,44.65,29.82,Indianapolis,Ground,30.76,North America,6.59
CUST00104,Edwin Carlson,jasonkey@bullock.com,411.863.9660x70946,PROD0193,Computer,ORD0000104,2021-10-20,4817.1,Shipped,Fulfillment,CAMP0068,Score Campaign,7.67,28.9,Toronto,Air,458.12,Asia,45.27
CUST00105,Elizabeth Cruz,savannahsnyder@hotmail.com,033-680-8604,PROD0361,Partner,ORD0000105,2019-10-13,8602.83,Canceled,Fulfillment,CAMP0086,Gas Campaign,39.98,23.7,Indianapolis,Ground,382.28,Europe,43.33
CUST00106,Daniel Melton,tmelton@yahoo.com,752-193-2282,PROD0220,Write,ORD0000106,2020-06-10,1585.57,Completed,Direct Mail,CAMP0086,Wife Campaign,8.03,7.59,Indianapolis,Ground,85.25,Europe,5.25
CUST00107,Colleen Bradley,hscott@gmail.com,022.172.3396x1534,PROD0479,Low,ORD0000107,2021-07-23,8635.46,Shipped,Fulfillment,CAMP0083,Sure Campaign,46.99,29.95,Toronto,Sea,238.29,North America,11.13
CUST00108,Julie Ruiz MD,sheppardstacey@nichols-buck.org,6541110773,PROD0381,Clearly,ORD0000108,2020-05-24,173.91,Shipped,Direct Mail,CAMP0009,Lose Campaign,30.07,12.03,Indianapolis,Sea,77.29,North America,45.97
CUST00109,Judy Patterson,valvarado@willis.com,001-317-655-5111x083,PROD0226,Behind,ORD0000109,2023-08-22,3012.24,Shipped,Direct Mail,CAMP0084,Off Campaign,30.77,26.77,Indianapolis,Air,243.47,North America,46.45
CUST00110,Victoria Robertson,uwatkins@chapman-miller.biz,799-845-0499x6500,PROD0023,Our,ORD0000110,2021-07-07,1873.29,Canceled,Direct Mail,CAMP0063,Have Campaign,10.76,4.13,Toronto,Air,293.45,Europe,32.92
CUST00111,Travis Wilson,cameronryan@gmail.com,(292)862-5085,PROD0129,Develop,ORD0000111,2019-02-28,9183.18,Shipped,Fulfillment,CAMP0010,History Campaign,36.67,12.01,Shenzhen,Sea,56.32,North America,39.61
CUST00112,Randy Estrada,jeffreyadams@white-oneal.com,+1-171-778-0046x37940,PROD0461,Travel,ORD0000112,2019-06-07,3721.83,Shipped,Fulfillment,CAMP0074,Instead Campaign,2.64,11.88,Indianapolis,Air,383.67,South America,49.11
CUST00113,Julie Walsh,riggsoscar@yahoo.com,(414)637-6293x4298,PROD0046,Need,ORD0000113,2022-05-12,5931.46,Canceled,Printing,CAMP0002,Adult Campaign,4.89,27.09,Shenzhen,Air,335.24,North America,7.84
CUST00114,Jesus Stone,brandyedwards@larson-hicks.com,001-282-301-9683x7651,PROD0212,Be,ORD0000114,2019-05-22,4301.96,Canceled,Fulfillment,CAMP0049,Student Campaign,19.92,17.22,Toronto,Ground,90.87,South America,40.13
